,protein_name,pubmed_id,title,authors,mesh_terms,paper_url
10,HRH1,31406237,Human H1 receptor (HRH1) gene polymorphism is associated with the severity of side effects after desloratadine treatment in Chinese patients with chronic spontaneous uticaria.,"['Li J', 'Chen W', 'Peng C', 'Zhu W', 'Liu Z', 'Zhang W', 'Su J', 'Li J', 'Chen X']","['Adult', 'China/epidemiology', 'Chronic Disease', 'Drug-Related Side Effects and Adverse Reactions/diagnosis/epidemiology/*genetics', 'Female', 'Histamine H1 Antagonists, Non-Sedating/*adverse effects', 'Humans', 'Loratadine/adverse effects/*analogs & derivatives', 'Male', 'Middle Aged', 'Polymorphism, Single Nucleotide/*genetics', 'Receptors, Histamine H1/*genetics', 'Severity of Illness Index', 'Sleepiness', 'Treatment Outcome', 'Urticaria/drug therapy/epidemiology/*genetics']",https://pubmed.ncbi.nlm.nih.gov/31406237/
11,HRH1,29523718,Potential negative effects of anti-histamines on male reproductive function.,"['Mondillo C', 'Varela ML', 'Abiuso AMB', 'Vazquez R']","['Animals', 'Fertility/drug effects/physiology', 'Histamine Antagonists/*pharmacology', 'Humans', 'Leydig Cells/drug effects/metabolism', 'Male', 'Reproduction/*drug effects/physiology', 'Spermatozoa/*drug effects', 'Testis/*drug effects/metabolism', 'Testosterone/metabolism']",https://pubmed.ncbi.nlm.nih.gov/29523718/
12,HRH1,27855565,Impact of histamine receptors H1 and H3 polymorphisms on antipsychotic-induced weight gain.,"['Tiwari AK', 'Zhang D', 'Pouget JG', 'Zai CC', 'Chowdhury NI', 'Brandl EJ', 'Qin L', 'Freeman N', 'Lieberman JA', 'Meltzer HY', 'Kennedy JL', 'Muller DJ']","['Adult', 'Antipsychotic Agents/*adverse effects', 'Clozapine/adverse effects', 'Female', 'Humans', 'Male', 'Olanzapine/adverse effects', 'Polymorphism, Single Nucleotide', 'Psychotic Disorders/*drug therapy', 'Receptors, Histamine H1/*genetics', 'Receptors, Histamine H3/*genetics', 'Schizophrenia/*drug therapy', 'Weight Gain/*drug effects/*genetics']",https://pubmed.ncbi.nlm.nih.gov/27855565/
13,HRH1,24236486,"Variability in histamine receptor genes HRH1, HRH2 and HRH4 in patients with hypersensitivity to NSAIDs.","['Ayuso P', 'Blanca M', 'Cornejo-Garcia JA', 'Torres MJ', 'Dona I', 'Salas M', 'Blanca-Lopez N', 'Canto G', 'Rondon C', 'Campo P', 'Laguna JJ', 'Fernandez J', 'Martinez C', 'Agundez JA', 'Garcia-Martin E']","['Adolescent', 'Adult', 'Aged', 'Aged, 80 and over', 'Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Case-Control Studies', 'Child', 'Child, Preschool', 'DNA Copy Number Variations/*genetics', 'Drug Hypersensitivity/*genetics', 'Female', 'Genotype', 'Humans', 'Male', 'Middle Aged', 'Polymorphism, Single Nucleotide/*genetics', 'Receptors, G-Protein-Coupled/*genetics', 'Receptors, Histamine/*genetics', 'Receptors, Histamine H1/*genetics', 'Receptors, Histamine H2/*genetics', 'Receptors, Histamine H4', 'Young Adult']",https://pubmed.ncbi.nlm.nih.gov/24236486/
14,HRH1,35234502,Clemastine Inhibits the Biofilm and Hemolytic of Staphylococcus aureus through the GdpP Protein.,"['Shang Y', 'Guo J', 'Zhao Y', 'Chen J', 'Meng Q', 'Qu D', 'Zheng J', 'Yu Z', 'Wu Y', 'Deng Q']","['Anti-Bacterial Agents/pharmacology/therapeutic use', 'Biofilms', 'Clemastine/pharmacology/therapeutic use', 'Hemolysis', 'Humans', '*Methicillin-Resistant Staphylococcus aureus/genetics', 'Microbial Sensitivity Tests', 'Molecular Docking Simulation', 'Oxacillin/pharmacology/therapeutic use', '*Staphylococcal Infections/microbiology', 'Staphylococcus aureus']",https://pubmed.ncbi.nlm.nih.gov/35234502/
15,HRH1,24535227,Integrative genomic analyses of the histamine H1 receptor and its role in cancer prediction.,"['Wang M', 'Wei X', 'Shi L', 'Chen B', 'Zhao G', 'Yang H']","['Animals', 'Databases, Genetic', 'Gene Expression Profiling', 'Gene Expression Regulation, Neoplastic', 'Genome/genetics', 'Genomics/*methods', 'Humans', 'Meta-Analysis as Topic', 'Neoplasms/*genetics', 'Oligonucleotide Array Sequence Analysis', 'Phylogeny', 'Polymorphism, Single Nucleotide/genetics', 'Prognosis', 'Proteomics', 'Receptors, Histamine H1/*genetics/metabolism', 'Vertebrates/genetics']",https://pubmed.ncbi.nlm.nih.gov/24535227/
16,HRH1,31500698,MRGPRX4 is a bile acid receptor for human cholestatic itch.,"['Yu H', 'Zhao T', 'Liu S', 'Wu Q', 'Johnson O', 'Wu Z', 'Zhuang Z', 'Shi Y', 'Peng L', 'He R', 'Yang Y', 'Sun J', 'Wang X', 'Xu H', 'Zeng Z', 'Zou P', 'Lei X', 'Luo W', 'Li Y']","['Bile Acids and Salts/*metabolism', 'Ganglia, Spinal/cytology', 'Humans', 'Pruritus/*chemically induced', 'Receptors, Cell Surface/*metabolism', 'Receptors, G-Protein-Coupled/*metabolism', 'Receptors, Histamine H4/metabolism', 'Sensory Receptor Cells/*drug effects/*metabolism']",https://pubmed.ncbi.nlm.nih.gov/31500698/
17,HRH1,36732336,Simultaneous activation of CXC chemokine receptor 4 and histamine receptor H1 enhances calcium signaling and cancer cell migration.,"['Park C', 'Lee JW', 'Kim K', 'Seen DS', 'Jeong JY', 'Huh WK']","['Humans', '*Receptors, CXCR4/metabolism', 'Histamine/pharmacology/metabolism', 'Calcium Signaling', 'HeLa Cells', 'Calcium/metabolism', 'Chemokine CXCL12/metabolism', 'Cell Movement', 'Receptors, Histamine H1/metabolism', 'Cell Line, Tumor', '*Neoplasms/genetics']",https://pubmed.ncbi.nlm.nih.gov/36732336/
18,HRH1,34378323,Histamine signaling and metabolism identify potential biomarkers and therapies for lymphangioleiomyomatosis.,"['Herranz C', 'Mateo F', 'Baiges A', 'Ruiz de Garibay G', 'Junza A', 'Johnson SR', 'Miller S', 'Garcia N', 'Capellades J', 'Gomez A', 'Vidal A', 'Palomero L', 'Espin R', 'Extremera AI', 'Blommaert E', 'Revilla-Lopez E', 'Saez B', 'Gomez-Olles S', 'Ancochea J', 'Valenzuela C', 'Alonso T', 'Ussetti P', 'Laporta R', 'Xaubet A', 'Rodriguez-Portal JA', 'Montes-Worboys A', 'Machahua C', 'Bordas J', 'Menendez JA', 'Cruzado JM', 'Guiteras R', 'Bontoux C', 'La Motta C', 'Noguera-Castells A', 'Mancino M', 'Lastra E', 'Rigo-Bonnin R', 'Perales JC', 'Vinals F', 'Lahiguera A', 'Zhang X', 'Cuadras D', 'van Moorsel CHM', 'van der Vis JJ', 'Quanjel MJR', 'Filippakis H', 'Hakem R', 'Gorrini C', 'Ferrer M', 'Ugun-Klusek A', 'Billett E', 'Radzikowska E', 'Casanova A', 'Molina-Molina M', 'Roman A', 'Yanes O', 'Pujana MA']","['Biomarkers', 'Histamine', 'Humans', '*Lung Neoplasms/drug therapy', '*Lymphangioleiomyomatosis/drug therapy', 'Signal Transduction']",https://pubmed.ncbi.nlm.nih.gov/34378323/
19,HRH1,25295384,Genetic variation within the histamine pathway among patients with asthma--a pilot study.,"['Raje N', 'Vyhlidal CA', 'Dai H', 'Jones BL']","['Adult', 'Black or African American', 'Amine Oxidase (Copper-Containing)/genetics', 'Asthma/*genetics', 'Child', 'Female', 'Gene Frequency', 'Genetic Predisposition to Disease', 'Genetic Variation', 'Genotype', 'Haplotypes', 'Histamine/*metabolism', 'Humans', 'Male', 'Pilot Projects', 'Polymorphism, Single Nucleotide', 'RNA, Messenger', 'Racial Groups', 'Receptors, G-Protein-Coupled/genetics', 'Receptors, Histamine/genetics', 'Receptors, Histamine H4', 'Sex Factors', 'White People', 'Young Adult']",https://pubmed.ncbi.nlm.nih.gov/25295384/
20,PTGS1,29221664,Mechanisms of Damage to the Gastrointestinal Tract From Nonsteroidal Anti-Inflammatory Drugs.,"['Bjarnason I', 'Scarpignato C', 'Holmgren E', 'Olszewski M', 'Rainsford KD', 'Lanas A']","['Animals', 'Cyclooxygenase 1/metabolism', 'Cyclooxygenase 2/metabolism', 'Cyclooxygenase 2 Inhibitors/adverse effects', 'Cyclooxygenase Inhibitors/*adverse effects', 'Gastrointestinal Diseases/*chemically induced/diagnosis/metabolism/microbiology', 'Gastrointestinal Microbiome', 'Gastrointestinal Tract/*drug effects/metabolism/microbiology/pathology', 'Helicobacter pylori/pathogenicity', 'Humans', 'Mitochondria/drug effects/metabolism', 'Oxidative Phosphorylation/drug effects', 'Phospholipids/metabolism', 'Prostaglandins/metabolism']",https://pubmed.ncbi.nlm.nih.gov/29221664/
21,PTGS1,14965321,Cyclooxygenase enzymes: regulation and function.,['Fitzpatrick FA'],"['Cyclooxygenase 1', 'Cyclooxygenase 2', 'Cyclooxygenase 2 Inhibitors', 'Cyclooxygenase Inhibitors/chemistry/pharmacology', 'Humans', 'Isoenzymes/chemistry/*metabolism/physiology', 'Membrane Proteins', 'Peroxidase/metabolism', 'Prostaglandin-Endoperoxide Synthases/chemistry/*metabolism/physiology', 'Prostaglandins/biosynthesis', 'Protein Conformation', 'Structure-Activity Relationship']",https://pubmed.ncbi.nlm.nih.gov/14965321/
22,PTGS1,25916522,Pharmacogenomics of cyclooxygenases.,"['Agundez JA', 'Blanca M', 'Cornejo-Garcia JA', 'Garcia-Martin E']","['Cyclooxygenase 1/genetics', 'Cyclooxygenase 2/genetics', 'Cyclooxygenase Inhibitors/*pharmacology', 'Genetic Variation', 'Humans', '*Pharmacogenetics', 'Polymorphism, Single Nucleotide', 'Prostaglandin-Endoperoxide Synthases/*drug effects/*genetics']",https://pubmed.ncbi.nlm.nih.gov/25916522/
23,PTGS1,11566041,Regulation of cyclo-oxygenase-2.,"['Stack E', 'DuBois RN']","['Arachidonic Acid/metabolism', 'Cyclooxygenase 1', 'Cyclooxygenase 2', 'Cyclooxygenase 2 Inhibitors', 'Cyclooxygenase Inhibitors/therapeutic use', 'Humans', 'Isoenzymes/*metabolism', 'Membrane Proteins', 'Peroxidases/metabolism', 'Prostaglandin-Endoperoxide Synthases/*metabolism', 'Prostaglandins/biosynthesis/*physiology']",https://pubmed.ncbi.nlm.nih.gov/11566041/
24,PTGS1,38507887,"Dihydroartemisinin, a potential PTGS1 inhibitor, potentiated cisplatin-induced cell death in non-small cell lung cancer through activating ROS-mediated multiple signaling pathways.","['Ni L', 'Zhu X', 'Zhao Q', 'Shen Y', 'Tao L', 'Zhang J', 'Lin H', 'Zhuge W', 'Cho YC', 'Cui R', 'Zhu W']","['Humans', 'Apoptosis', '*Artemisinins/pharmacology/therapeutic use', '*Carcinoma, Non-Small-Cell Lung/drug therapy/genetics/metabolism', 'Cell Death', 'Cell Line, Tumor', 'Cisplatin/pharmacology', 'Cyclooxygenase 1/metabolism', '*Lung Neoplasms/pathology', 'p38 Mitogen-Activated Protein Kinases/metabolism', '*Reactive Oxygen Species/metabolism', 'Signal Transduction', 'Cyclooxygenase Inhibitors/pharmacology']",https://pubmed.ncbi.nlm.nih.gov/38507887/
25,PTGS1,33800915,MYLK and PTGS1 Genetic Variations Associated with Osteoporosis and Benign Breast Tumors in Korean Women.,"['Cho HW', 'Jin HS', 'Eom YB']","['Breast Neoplasms/*genetics', 'Calcium-Binding Proteins/*genetics', 'Case-Control Studies', 'Cyclooxygenase 1/*genetics', 'Female', 'Genetic Predisposition to Disease', 'Genome-Wide Association Study', 'Humans', 'Middle Aged', 'Myosin-Light-Chain Kinase/*genetics', 'Osteoporosis/*genetics', 'Ovariectomy/adverse effects', 'Phenotype', '*Polymorphism, Single Nucleotide', 'Republic of Korea']",https://pubmed.ncbi.nlm.nih.gov/33800915/
26,PTGS1,39389415,Eicosanoid biosynthesizing enzymes in Prototheria.,"['Kakularam KR', 'Gundem E', 'Stehling S', 'Rothe M', 'Heydeck D', 'Kuhn H']","['Animals', '*Eicosanoids/metabolism', 'Humans', 'Prostaglandin-Endoperoxide Synthases/genetics/metabolism', 'Lipoxygenase/genetics/metabolism', 'Arachidonate 15-Lipoxygenase/genetics/metabolism']",https://pubmed.ncbi.nlm.nih.gov/39389415/
27,PTGS1,27111555,COX-1 Inhibitors: Beyond Structure Toward Therapy.,"['Vitale P', 'Panella A', 'Scilimati A', 'Perrone MG']","['Animals', 'Cyclooxygenase 1/chemistry/*metabolism', 'Cyclooxygenase Inhibitors/chemistry/*pharmacology', 'Humans', 'Inhibitory Concentration 50', 'Models, Molecular', 'Structure-Activity Relationship']",https://pubmed.ncbi.nlm.nih.gov/27111555/
28,PTGS1,11764532,Prostaglandin biology.,['Crofford LJ'],"['Cyclooxygenase 1', 'Cyclooxygenase 2', 'Gene Expression', 'Humans', 'Isoenzymes/genetics/metabolism', 'Membrane Proteins', 'Phospholipases/classification/*metabolism', 'Prostaglandin H2', 'Prostaglandin-Endoperoxide Synthases/genetics/*metabolism', 'Prostaglandins/biosynthesis/classification/*metabolism', 'Prostaglandins H/*metabolism', 'RNA, Messenger', 'Receptors, Cytoplasmic and Nuclear/genetics/metabolism', 'Receptors, Prostaglandin/genetics/*metabolism', 'Transcription Factors/genetics/metabolism']",https://pubmed.ncbi.nlm.nih.gov/11764532/
29,PTGS1,36282419,EVI1 upregulates PTGS1 (COX1) and decreases the action of tyrosine kinase inhibitors (TKIs) in chronic myeloid leukemia cells.,"['Vinothkumar K', 'Chanda S', 'Singh VK', 'Biswas S', 'Mohapatra S', 'Biswas G', 'Chakraborty S']","['Humans', 'Apoptosis', 'Cyclooxygenase 1/pharmacology/therapeutic use', 'Drug Resistance, Neoplasm/genetics', 'Fusion Proteins, bcr-abl', 'Imatinib Mesylate/pharmacology/therapeutic use', 'K562 Cells', '*Leukemia, Myelogenous, Chronic, BCR-ABL Positive/drug therapy/genetics/metabolism', 'Protein Kinase Inhibitors/pharmacology/therapeutic use', '*Tyrosine Kinase Inhibitors']",https://pubmed.ncbi.nlm.nih.gov/36282419/
30,PTGS1,30312731,Androgen deprivation-induced ZBTB46-PTGS1 signaling promotes neuroendocrine differentiation of prostate cancer.,"['Chen WY', 'Zeng T', 'Wen YC', 'Yeh HL', 'Jiang KC', 'Chen WH', 'Zhang Q', 'Huang J', 'Liu YN']","['Androgen Receptor Antagonists/*pharmacology', 'Animals', 'Cell Differentiation', 'Cell Line, Tumor', 'Cyclooxygenase 1/*metabolism', 'Humans', 'Male', 'Mice', 'Mice, Nude', 'Neuroendocrine Tumors/drug therapy/genetics/*metabolism/pathology', 'Prostatic Neoplasms/drug therapy/genetics/*metabolism/pathology', 'Proto-Oncogene Proteins c-ets/antagonists & inhibitors/genetics/metabolism', 'Receptors, Androgen/metabolism', 'Signal Transduction', 'Transcription Factors/biosynthesis/genetics/metabolism']",https://pubmed.ncbi.nlm.nih.gov/30312731/
31,PTGS1,10399316,Cyclooxygenase-1 and -2 isoenzymes.,"['Hla T', 'Bishop-Bailey D', 'Liu CH', 'Schaefers HJ', 'Trifan OC']","['Animals', 'Cyclooxygenase 1', 'Cyclooxygenase 2', 'Gene Expression', 'Humans', '*Isoenzymes/*chemistry/*physiology', 'Membrane Proteins', 'Models, Biological', 'Peroxidases/physiology', 'Prostaglandin-Endoperoxide Synthases/*chemistry/*physiology']",https://pubmed.ncbi.nlm.nih.gov/10399316/
32,PTGS1,9597150,Cyclooxygenases 1 and 2.,"['Vane JR', 'Bakhle YS', 'Botting RM']","['Animals', 'Cyclooxygenase 1', 'Cyclooxygenase 2', 'Enzyme Induction/drug effects', 'Humans', 'Isoenzymes/biosynthesis/genetics/*metabolism', 'Membrane Proteins', 'Prostaglandin-Endoperoxide Synthases/biosynthesis/genetics/*metabolism']",https://pubmed.ncbi.nlm.nih.gov/9597150/
33,PTGS1,23967159,A meta-analysis of PTGS1 and PTGS2 polymorphisms and NSAID intake on the risk of developing cancer.,"['Nagao M', 'Sato Y', 'Yamauchi A']","['Anti-Inflammatory Agents, Non-Steroidal/administration & dosage/*adverse effects', 'Cyclooxygenase 1/*genetics', 'Cyclooxygenase 2/*genetics', 'Female', 'Humans', 'Male', 'Neoplasms/epidemiology/*etiology', 'Odds Ratio', '*Polymorphism, Single Nucleotide', 'Publication Bias', 'Risk']",https://pubmed.ncbi.nlm.nih.gov/23967159/
34,PTGS1,11818462,Cyclooxygenase-2: a therapeutic target.,"['Turini ME', 'DuBois RN']","['Anti-Inflammatory Agents, Non-Steroidal/adverse effects/*therapeutic use', 'Clinical Trials as Topic', 'Cyclooxygenase 1', 'Cyclooxygenase 2', 'Cyclooxygenase 2 Inhibitors', 'Cyclooxygenase Inhibitors/adverse effects/*therapeutic use', 'Humans', 'Inflammation/*drug therapy/enzymology', 'Isoenzymes/*antagonists & inhibitors', 'Membrane Proteins', 'Neoplasms/*drug therapy/enzymology', 'Prostaglandin-Endoperoxide Synthases']",https://pubmed.ncbi.nlm.nih.gov/11818462/
35,PTGS1,11338376,[Reproduction physiology and prostanoids].,"['Tsuboi K', 'Ichikawa A']","['Animals', 'Cloning, Molecular', 'Cyclooxygenase 1', 'Cyclooxygenase 2', 'Dinoprost/*physiology', 'Drug Design', 'Female', 'Fertilization', 'Humans', 'Isoenzymes/genetics/physiology', 'Labor, Obstetric', 'Luteolysis', 'Membrane Proteins', 'Ovulation', 'Pregnancy', 'Prostaglandin-Endoperoxide Synthases/genetics/physiology', 'Receptors, Prostaglandin E/genetics/physiology', 'Receptors, Prostaglandin E, EP2 Subtype', 'Reproduction/*physiology']",https://pubmed.ncbi.nlm.nih.gov/11338376/
36,PTGS1,31237067,Peritubular cells of the human testis: prostaglandin E(2) and more.,['Mayerhofer A'],"['Animals', 'Dinoprostone/*metabolism', 'Extracellular Matrix/metabolism', 'Humans', 'Male', 'Mice', 'Spermatogenesis/*physiology', 'Spermatogonia/cytology', 'Testis/*cytology/*metabolism']",https://pubmed.ncbi.nlm.nih.gov/31237067/
37,PTGS1,14592545,Variants of cyclooxygenase-1 and their roles in medicine.,['Simmons DL'],"['Acetaminophen/*administration & dosage', 'Analgesics/administration & dosage', 'Analgesics, Non-Narcotic/administration & dosage', 'Animals', 'Anti-Inflammatory Agents, Non-Steroidal/*administration & dosage', 'Brain/metabolism', 'Cyclooxygenase 1', 'Cyclooxygenase Inhibitors/*administration & dosage/chemistry', 'Humans', 'Isoenzymes/*antagonists & inhibitors/chemistry/*metabolism', 'Membrane Proteins', 'Prostaglandin-Endoperoxide Synthases/chemistry/*drug effects/*metabolism', 'Structure-Activity Relationship']",https://pubmed.ncbi.nlm.nih.gov/14592545/
38,PTGS1,24022467,"COX-1 (PTGS1) and COX-2 (PTGS2) polymorphisms, NSAID interactions, and risk of colon and rectal cancers in two independent populations.","['Makar KW', 'Poole EM', 'Resler AJ', 'Seufert B', 'Curtin K', 'Kleinstein SE', 'Duggan D', 'Kulmacz RJ', 'Hsu L', 'Whitton J', 'Carlson CS', 'Rimorin CF', 'Caan BJ', 'Baron JA', 'Potter JD', 'Slattery ML', 'Ulrich CM']","['Aged', 'Anti-Inflammatory Agents, Non-Steroidal/*pharmacology', 'Case-Control Studies', 'Colonic Neoplasms/drug therapy/epidemiology/*genetics', 'Cyclooxygenase 1/*genetics/metabolism', 'Cyclooxygenase 2/*genetics/metabolism', 'DNA, Neoplasm/genetics', 'Female', 'Follow-Up Studies', 'Genotype', 'Humans', 'Male', 'Middle Aged', 'Polymerase Chain Reaction', 'Polymorphism, Single Nucleotide/*genetics', 'Prognosis', 'Rectal Neoplasms/drug therapy/epidemiology/*genetics', 'Risk Factors', 'Washington/epidemiology']",https://pubmed.ncbi.nlm.nih.gov/24022467/
39,PTGS1,34920330,PTGES3 is a Putative Prognostic Marker in Breast Cancer.,"['Adekeye A', 'Agarwal D', 'Nayak A', 'Tchou J']","['Biomarkers, Tumor/metabolism', '*Breast Neoplasms/enzymology/pathology', 'Cyclooxygenase 2/genetics/metabolism', 'Dinoprostone/metabolism', 'Female', 'Humans', 'Prognosis', '*Prostaglandin-E Synthases/metabolism', 'Proteomics', 'Tumor Microenvironment']",https://pubmed.ncbi.nlm.nih.gov/34920330/
