,drug_name,pubmed_id,title,authors,mesh_terms,paper_url
14,ciprofloxacin,23256815,Medicinal potential of ciprofloxacin and its derivatives.,"['Castro W', 'Navarro M', 'Biot C']","['Acquired Immunodeficiency Syndrome/drug therapy', 'Anti-Bacterial Agents/pharmacology/*therapeutic use', 'Ciprofloxacin/analogs & derivatives/pharmacology/*therapeutic use', 'Humans', 'Malaria, Falciparum/drug therapy', 'Microbial Sensitivity Tests', 'Neoplasms/drug therapy']",https://pubmed.ncbi.nlm.nih.gov/23256815/
15,ciprofloxacin,22186073,[Efficacy and future of the aerosoltherapy in the treatment of cystic fibrosis patients infected by Pseudomonas aeruginosa].,"['Rognon A', 'Curti C', 'Montana M', 'Terme T', 'Rathelot P', 'Vanelle P']","['Administration, Inhalation', 'Aerosols', 'Amikacin/administration & dosage/adverse effects/therapeutic use', 'Anti-Infective Agents/*administration & dosage/adverse effects/*therapeutic use', 'Ciprofloxacin/administration & dosage/therapeutic use', 'Colistin/administration & dosage/adverse effects/therapeutic use', 'Cystic Fibrosis/*complications', 'Drug Therapy, Combination', 'Fluoroquinolones/administration & dosage/adverse effects/therapeutic use', 'Humans', 'Pseudomonas Infections/*drug therapy/*etiology/microbiology', 'Pseudomonas aeruginosa/drug effects', 'Tobramycin/administration & dosage/adverse effects/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/22186073/
16,ciprofloxacin,26164023,Ciprofloxacin as a Trigger for Bullous Pemphigoid: The Second Case in the Literature.,"['Cozzani E', 'Chinazzo C', 'Burlando M', 'Romagnoli M', 'Parodi A']","['Administration, Oral', 'Aged, 80 and over', 'Anti-Bacterial Agents/administration & dosage/adverse effects', 'Ciprofloxacin/administration & dosage/*adverse effects', 'Drug Eruptions/*etiology/pathology', 'Female', 'Humans', 'Pemphigoid, Bullous/*chemically induced/diagnosis']",https://pubmed.ncbi.nlm.nih.gov/26164023/
17,ciprofloxacin,25189336,Bilateral Achilles Tendon Ruptures Associated With Ciprofloxacin Use in the Setting of Minimal Change Disease: Case Report and Review of the Literature.,"['Kawtharani F', 'Masrouha KZ', 'Afeiche N']","['Achilles Tendon/diagnostic imaging/*drug effects/pathology', 'Aged', 'Anti-Bacterial Agents/*adverse effects/therapeutic use', 'Ciprofloxacin/*adverse effects/therapeutic use', 'Cross Infection/drug therapy', 'Glucocorticoids/administration & dosage', 'Humans', 'Magnetic Resonance Imaging', 'Male', 'Nephrosis, Lipoid/complications/*drug therapy', 'Pneumonia/drug therapy', 'Rupture', 'Tendon Injuries/*chemically induced']",https://pubmed.ncbi.nlm.nih.gov/25189336/
18,ciprofloxacin,1504404,Ciprofloxacin-induced psychosis.,['Reeves RR'],"['Ciprofloxacin/administration & dosage/*adverse effects', 'Humans', 'Male', 'Middle Aged', 'Psychoses, Substance-Induced/drug therapy/*etiology', 'Thiothixene/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/1504404/
19,ciprofloxacin,2055655,"MICs of ciprofloxacin and trimethoprim for Escherichia coli: influence of pH, inoculum size and various body fluids.","['Aagaard J', 'Gasser T', 'Rhodes P', 'Madsen PO']","['Animals', 'Body Fluids/chemistry/drug effects/microbiology', 'Chronic Disease', 'Ciprofloxacin/administration & dosage/pharmacology/*therapeutic use', 'Dogs', 'Dose-Response Relationship, Drug', 'Escherichia coli Infections/*drug therapy/microbiology/urine', 'Humans', 'Hydrogen-Ion Concentration', 'Male', 'Prostatitis/*drug therapy/microbiology/urine', 'Trimethoprim/administration & dosage/pharmacology/*therapeutic use', 'Urine/microbiology']",https://pubmed.ncbi.nlm.nih.gov/2055655/
20,doxazosin,36196467,Role of alpha1-blockers in the current management of hypertension.,"['Li H', 'Xu TY', 'Li Y', 'Chia YC', 'Buranakitjaroen P', 'Cheng HM', 'Van Huynh M', 'Sogunuru GP', 'Tay JC', 'Wang TD', 'Kario K', 'Wang JG']","['Adrenergic alpha-Antagonists/therapeutic use', 'Aged', 'Aldosterone', 'Antihypertensive Agents/pharmacology/therapeutic use', 'Diuretics/therapeutic use', 'Doxazosin/therapeutic use', 'Humans', '*Hypertension/drug therapy', 'Renin']",https://pubmed.ncbi.nlm.nih.gov/36196467/
21,doxazosin,31714582,Efficacy of alpha-Blockers on Hemodynamic Control during Pheochromocytoma Resection: A Randomized Controlled Trial.,"['Buitenwerf E', 'Osinga TE', 'Timmers HJLM', 'Lenders JWM', 'Feelders RA', 'Eekhoff EMW', 'Haak HR', 'Corssmit EPM', 'Bisschop PHLT', 'Valk GD', 'Veldman RG', 'Dullaart RPF', 'Links TP', 'Voogd MF', 'Wietasch GJKG', 'Kerstens MN']","['Adrenal Gland Neoplasms/*surgery', 'Adrenergic alpha-Antagonists/administration & dosage/*therapeutic use', 'Blood Pressure/*drug effects', 'Doxazosin/administration & dosage/therapeutic use', 'Female', 'Humans', 'Male', 'Middle Aged', 'Phenoxybenzamine/administration & dosage/therapeutic use', 'Pheochromocytoma/*surgery', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/31714582/
22,doxazosin,38379309,Safety and Feasibility of Opening Tamsulosin Capsules for Enteral Feeding Tube Administration.,"['Fazio V', 'Altshuler J', 'Song YB']","['Humans', '*Tamsulosin/administration & dosage', 'Retrospective Studies', 'Male', '*Enteral Nutrition/methods', 'Female', '*Capsules', 'Middle Aged', 'Aged', '*Feasibility Studies', 'Adrenergic alpha-1 Receptor Antagonists/administration & dosage', 'Doxazosin/administration & dosage', 'Adult', 'Hypotension/prevention & control/chemically induced', 'Aged, 80 and over']",https://pubmed.ncbi.nlm.nih.gov/38379309/
23,doxazosin,34456560,Doxazosin Attenuates Liver Fibrosis by Inhibiting Autophagy in Hepatic Stellate Cells via Activation of the PI3K/Akt/mTOR Signaling Pathway.,"['Xiu AY', 'Ding Q', 'Li Z', 'Zhang CQ']","['Adrenergic alpha-1 Receptor Antagonists/administration & dosage/*pharmacology', 'Animals', 'Apoptosis/drug effects', 'Autophagy/drug effects', 'Carbon Tetrachloride', 'Cell Line', 'Cell Proliferation/drug effects', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Doxazosin/administration & dosage/*pharmacology', 'Hepatic Stellate Cells/*drug effects/metabolism', 'Humans', 'Liver Cirrhosis/*drug therapy', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Phosphatidylinositol 3-Kinase/metabolism', 'Proto-Oncogene Proteins c-akt/metabolism', 'Signal Transduction/drug effects', 'TOR Serine-Threonine Kinases/metabolism']",https://pubmed.ncbi.nlm.nih.gov/34456560/
24,doxazosin,14681504,"The long-term effect of doxazosin, finasteride, and combination therapy on the clinical progression of benign prostatic hyperplasia.","['McConnell JD', 'Roehrborn CG', 'Bautista OM', 'Andriole GL Jr', 'Dixon CM', 'Kusek JW', 'Lepor H', 'McVary KT', 'Nyberg LM Jr', 'Clarke HS', 'Crawford ED', 'Diokno A', 'Foley JP', 'Foster HE', 'Jacobs SC', 'Kaplan SA', 'Kreder KJ', 'Lieber MM', 'Lucia MS', 'Miller GJ', 'Menon M', 'Milam DF', 'Ramsdell JW', 'Schenkman NS', 'Slawin KM', 'Smith JA']","['*5-alpha Reductase Inhibitors', 'Adrenergic alpha-Antagonists/adverse effects/*therapeutic use', 'Analysis of Variance', 'Disease Progression', 'Double-Blind Method', 'Doxazosin/adverse effects/*therapeutic use', 'Drug Therapy, Combination', 'Enzyme Inhibitors/adverse effects/*therapeutic use', 'Finasteride/adverse effects/*therapeutic use', 'Humans', 'Male', 'Middle Aged', 'Prostatic Hyperplasia/classification/*drug therapy/surgery', 'Severity of Illness Index']",https://pubmed.ncbi.nlm.nih.gov/14681504/
25,doxazosin,17563267,Finasteride and doxazosin alone or in combination for the treatment of benign prostatic hyperplasia.,"['Bhardwa J', 'Goldstraw M', 'Tzortzis S', 'Kirby R']","['5-alpha Reductase Inhibitors', 'Adrenergic alpha-Antagonists/administration & dosage/*therapeutic use', 'Aged', 'Doxazosin/administration & dosage/*therapeutic use', 'Drug Therapy, Combination', 'Enzyme Inhibitors/administration & dosage/*therapeutic use', 'Finasteride/administration & dosage/*therapeutic use', 'Humans', 'Male', 'Prostatic Hyperplasia/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/17563267/
26,doxazosin,9021791,"Measures of Proscar, Hytrin, and Cardura side effects.",['Frankel S'],"['Adrenergic alpha-Antagonists/adverse effects', 'Doxazosin/*adverse effects', 'Finasteride/*adverse effects', 'Humans', 'Male', 'Prazosin/adverse effects/*analogs & derivatives', 'Prostatic Hyperplasia/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/9021791/
27,doxazosin,16469026,Beneficial effects of extended-release doxazosin and doxazosin standard on sexual health.,"['Kaplan SA', 'DE Rose AF', 'Kirby RS', ""O'leary MP"", 'McVary KT']","['Adrenergic alpha-Antagonists/*administration & dosage', 'Adult', 'Aged', 'Aged, 80 and over', 'Delayed-Action Preparations/administration & dosage', 'Doxazosin/*administration & dosage', 'Erectile Dysfunction/*drug therapy', 'Humans', 'Hypertension/*drug therapy', 'Libido/drug effects', 'Male', 'Middle Aged', 'Patient Satisfaction', 'Prostatic Hyperplasia/*drug therapy', 'Quality of Life', 'Treatment Outcome', 'Vasodilation/drug effects/physiology']",https://pubmed.ncbi.nlm.nih.gov/16469026/
28,doxazosin,39160179,Change in prostate tissue gene expression following finasteride or doxazosin administration in the medical therapy for prostatic symptoms (MTOPS) study.,"['Choi HY', 'Torkko KC', 'Lucia MS', 'Mozhui K', 'Choi WY', 'Clark PE', 'Fowke JH']","['*Prostate/metabolism', 'Gene Expression Regulation/drug effects', '*Finasteride/pharmacology/therapeutic use', '*Doxazosin/pharmacology/therapeutic use', 'Urological Agents/pharmacology/therapeutic use', 'Drug Resistance', '*Prostatic Diseases/drug therapy', 'Humans']",https://pubmed.ncbi.nlm.nih.gov/39160179/
29,doxazosin,38206436,The combination of doxazosin and metyrosine as a preoperative treatment for pheochromocytomas and paragangliomas.,"['Ohmachi Y', 'Yamamoto M', 'Inaba Y', 'Makino S', 'Urai S', 'Matsumoto R', 'Bando H', 'Kanie K', 'Tsujimoto Y', 'Motomura Y', 'Sasaki Y', 'Oi-Yo Y', 'Yamamoto N', 'Suzuki M', 'Takahashi M', 'Iguchi G', 'Kanzawa M', 'Furukawa J', 'Shigemura K', 'Mizobuchi S', 'Ogawa W', 'Fukuoka H']","['Humans', '*Doxazosin/therapeutic use/administration & dosage', 'Female', 'Male', '*Pheochromocytoma/surgery/drug therapy', 'Middle Aged', '*Adrenal Gland Neoplasms/surgery/drug therapy', 'Retrospective Studies', '*Paraganglioma/drug therapy/surgery', 'Adult', 'Aged', '*alpha-Methyltyrosine/therapeutic use/administration & dosage/pharmacology', '*Adrenergic alpha-1 Receptor Antagonists/therapeutic use/administration & dosage', 'Drug Therapy, Combination', 'Preoperative Care/methods', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/38206436/
30,doxazosin,19110560,Assessment of therapeutic drug efficiency.,"['Pokrovskii VM', 'Kompaniets OG']","['Adrenergic alpha-Antagonists/therapeutic use', 'Antihypertensive Agents/*therapeutic use', 'Blood Pressure/*drug effects', 'Calcium Channel Blockers/therapeutic use', 'Doxazosin/therapeutic use', 'Heart Rate/*drug effects', 'Humans', 'Nifedipine/therapeutic use', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/19110560/
31,doxazosin,12230262,Clinical significance of alpha1-adrenoceptor selectivity in the management of benign prostatic hyperplasia.,"['Pool JL', 'Kirby RS']","['Adrenergic alpha-Antagonists/pharmacokinetics/*therapeutic use', 'Aged', 'Aged, 80 and over', 'Blood-Brain Barrier', 'Doxazosin/pharmacokinetics/therapeutic use', 'Humans', 'Male', 'Middle Aged', 'Prostatic Hyperplasia/*drug therapy', 'Quinazolines/pharmacokinetics/*therapeutic use', 'Receptors, Adrenergic, alpha-1/*classification/metabolism']",https://pubmed.ncbi.nlm.nih.gov/12230262/
32,doxazosin,33566468,Otorhinolaryngological adverse effects of urological drugs.,"['Maia NPD', 'Lopes KC', 'Gananca FF']","['Adrenergic alpha-Antagonists', 'Doxazosin', 'Humans', 'Male', '*Pharmaceutical Preparations', 'Prazosin', '*Prostatic Hyperplasia', 'Tadalafil', 'Tamsulosin']",https://pubmed.ncbi.nlm.nih.gov/33566468/
33,doxazosin,10750258,The role of alpha 1-blockers in combination therapy for hypertension.,['Zusman RM'],"['Adrenergic alpha-Antagonists/*therapeutic use', 'Antihypertensive Agents/*therapeutic use', 'Blood Pressure/drug effects', 'Diabetes Mellitus, Type 2/drug therapy', 'Doxazosin/therapeutic use', 'Drug Therapy, Combination', 'Female', 'Humans', 'Hyperlipidemias/drug therapy', 'Hypertension/*drug therapy', 'Male', 'Prazosin/analogs & derivatives/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/10750258/
34,doxazosin,9609620,Alpha-blockade therapy for benign prostatic hyperplasia: from a nonselective to a more selective alpha1A-adrenergic antagonist.,"['Beduschi MC', 'Beduschi R', 'Oesterling JE']","['Adrenergic alpha-Antagonists/*therapeutic use', 'Clinical Trials as Topic', 'Doxazosin/therapeutic use', 'Humans', 'Male', 'Prazosin/analogs & derivatives/therapeutic use', 'Prostatic Hyperplasia/*drug therapy', 'Sulfonamides/therapeutic use', 'Tamsulosin']",https://pubmed.ncbi.nlm.nih.gov/9609620/
35,doxazosin,11750252,"Terazosin, doxazosin, and prazosin: current clinical experience.","['Akduman B', 'Crawford ED']","['Adrenergic alpha-Antagonists/adverse effects/pharmacokinetics/*therapeutic use', 'Adult', 'Aged', 'Doxazosin/adverse effects/pharmacokinetics/*therapeutic use', 'Humans', 'Male', 'Middle Aged', 'Prazosin/adverse effects/*analogs & derivatives/pharmacokinetics/*therapeutic use', 'Prostatic Hyperplasia/complications/*drug therapy', 'Randomized Controlled Trials as Topic', 'Receptors, Adrenergic, alpha/classification']",https://pubmed.ncbi.nlm.nih.gov/11750252/
36,doxazosin,36883885,A Double-Blind Randomized Controlled Trial of Doxazosin for Co-Occurring PTSD and Alcohol Use Disorder in Veterans.,"['Back SE', 'Flanagan JC', 'Mintz J', 'Brady KT', 'Jones J', 'Jarnecke AM', 'Joseph JE', 'Shirley DW', 'Malcolm RJ', 'Hamner M', 'Litz BT', 'Niles BL', 'Young-McCaughan S', 'Keane TM', 'Peterson AL']","['Humans', '*Veterans', '*Stress Disorders, Post-Traumatic/complications/diagnosis/drug therapy', 'Doxazosin/therapeutic use', '*Alcoholism/diagnosis/drug therapy/epidemiology', 'Treatment Outcome', 'Adrenergic alpha-1 Receptor Antagonists/adverse effects', 'Double-Blind Method']",https://pubmed.ncbi.nlm.nih.gov/36883885/
37,doxazosin,1353110,The cardiovascular effects of alpha-receptor blocking agents.,['Leren P'],"['Adrenergic alpha-Antagonists/*therapeutic use', 'Animals', 'Antihypertensive Agents/*therapeutic use', 'Cardiomegaly/drug therapy', 'Cardiovascular System/*drug effects', 'Cost-Benefit Analysis', 'Doxazosin', 'Humans', 'Hypertension/*drug therapy', 'Lipids/blood', 'Prazosin/*analogs & derivatives/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/1353110/
38,doxazosin,12296615,"The effect of doxazosin on sexual function in patients with benign prostatic hyperplasia, hypertension, or both.",['Flack JM'],"['Adrenergic alpha-Antagonists/*adverse effects', 'Aged', 'Doxazosin/*adverse effects', 'Erectile Dysfunction/*chemically induced', 'Humans', 'Hypertension/*drug therapy', 'Male', 'Middle Aged', 'Prostatic Hyperplasia/*drug therapy', 'Quality of Life']",https://pubmed.ncbi.nlm.nih.gov/12296615/
39,doxazosin,31177904,Management of Insomnia and Anxiety in Myasthenia Gravis.,"['Jordan H', 'Ortiz N']","['Adult', 'Antihypertensive Agents/*administration & dosage', 'Anxiety/*psychology', 'Depression/psychology', 'Doxazosin/*administration & dosage', 'Female', 'Humans', 'Myasthenia Gravis/*complications', 'Sleep Initiation and Maintenance Disorders/complications/*drug therapy']",https://pubmed.ncbi.nlm.nih.gov/31177904/
40,atenolol,17686376,The vasodilatory beta-blockers.,"['Pedersen ME', 'Cockcroft JR']","['Adrenergic beta-Antagonists/adverse effects/*pharmacology/*therapeutic use', 'Antihypertensive Agents/pharmacology/therapeutic use', 'Antioxidants/pharmacology/therapeutic use', 'Atenolol/pharmacology/therapeutic use', 'Benzopyrans/pharmacology/therapeutic use', 'Blood Pressure/drug effects', 'Carbazoles/pharmacology/therapeutic use', 'Cardiac Output/drug effects', 'Cardiovascular Diseases/physiopathology/prevention & control', 'Carvedilol', 'Endothelium, Vascular/*drug effects', 'Ethanolamines/pharmacology/therapeutic use', 'Hemodynamics/*drug effects', 'Humans', 'Labetalol/pharmacology/therapeutic use', 'Nebivolol', 'Propanolamines/pharmacology/therapeutic use', 'Vascular Resistance/drug effects', 'Vasodilation/*drug effects', 'Ventricular Function, Left/drug effects']",https://pubmed.ncbi.nlm.nih.gov/17686376/
41,atenolol,18404602,Concomitant calcium entry blockade and inhibition of the renin-angiotensin system: a rational and effective means for treating hypertension.,"['Gojanovic B', 'Feihl F', 'Liaudet L', 'Waeber B']","['Adult', 'Aged', 'Angiotensin II/antagonists & inhibitors', 'Angiotensin-Converting Enzyme Inhibitors/adverse effects/therapeutic use', 'Atenolol/administration & dosage', 'Calcium Channel Blockers/adverse effects/*therapeutic use', 'Drug Combinations', 'Drug Therapy, Combination', 'Enzyme Inhibitors/adverse effects/therapeutic use', 'Humans', 'Hypertension/*drug therapy', 'Indoles/administration & dosage', 'Middle Aged', 'Randomized Controlled Trials as Topic', 'Renin-Angiotensin System/*drug effects', 'Sympathetic Nervous System/drug effects', 'Verapamil/administration & dosage']",https://pubmed.ncbi.nlm.nih.gov/18404602/
42,atenolol,2871805,Use of beta adrenoceptor blockade during and after acute myocardial infarction.,['Sleight P'],"['Adrenergic beta-Antagonists/*therapeutic use', 'Arrhythmias, Cardiac/drug therapy', 'Atenolol/administration & dosage/therapeutic use', 'Cardiotonic Agents/therapeutic use', 'Clinical Trials as Topic', 'Double-Blind Method', 'Female', 'Fibrinolytic Agents/administration & dosage', 'Heart Rupture/prevention & control', 'Humans', 'Injections, Intravenous', 'Male', 'Metoprolol/administration & dosage/therapeutic use', 'Myocardial Infarction/*drug therapy/mortality/prevention & control', 'Random Allocation', 'Retrospective Studies', 'Risk', 'Streptokinase/administration & dosage']",https://pubmed.ncbi.nlm.nih.gov/2871805/
43,atenolol,2508047,New antiarrhythmic agents in pediatrics.,"['Case CL', 'Trippel DL', 'Gillette PC']","['Action Potentials/drug effects', 'Amiodarone/pharmacology', 'Anilides/pharmacology', 'Anti-Arrhythmia Agents/administration & dosage/pharmacokinetics/*pharmacology', 'Atenolol/pharmacology', 'Child', 'Child, Preschool', 'Encainide', 'Flecainide/pharmacology', 'Heart Conduction System/drug effects', 'Humans', 'Infant', '*Pediatrics']",https://pubmed.ncbi.nlm.nih.gov/2508047/
44,atenolol,15616067,Atenolol administration via a nasogastric tube after abdominal surgery: an unreliable route.,"['Gosgnach M', 'Aymard G', 'Huraux C', 'Fleron MH', 'Coriat P', 'Diquet B']","['Abdomen/*surgery', 'Adrenergic beta-Antagonists/*administration & dosage/pharmacokinetics', 'Area Under Curve', 'Atenolol/*administration & dosage/pharmacokinetics', 'Biological Availability', 'Half-Life', 'Heart Rate/drug effects', 'Humans', '*Intubation, Gastrointestinal']",https://pubmed.ncbi.nlm.nih.gov/15616067/
