,drug_name,pubmed_id,title,authors,mesh_terms,paper_url
26,Iodixanol,14665738,Iodixanol development of a laboratory-scale technique to monitor the persistence of Mycobacterium avium subsp. paratuberculosis in Cheddar cheese.,"['Donaghy JA', 'Totton NL', 'Rowe MT']","['Cheese/analysis/*microbiology', 'Food Microbiology', 'Humans', 'Mycobacterium avium/classification/growth & development/*isolation & purification', 'Mycobacterium avium subsp. paratuberculosis/classification/growth & development/*isolation & purification', '*Triiodobenzoic Acids']",https://pubmed.ncbi.nlm.nih.gov/14665738/
27,Iodixanol,12805920,Formation of self-generated gradients of iodixanol.,['Graham JM'],"['Centrifugation, Density Gradient/*instrumentation/*methods', 'Reproducibility of Results', 'Solutions', 'Time Factors', '*Triiodobenzoic Acids/chemistry', 'Ultracentrifugation']",https://pubmed.ncbi.nlm.nih.gov/12805920/
28,Iodixanol,25363067,Acute generalized exanthematous pustulosis induced by iodixanol (Visipaque): a serious reaction to a commonly used drug.,"['Ozturk U', 'Sungur MA', 'Karakas T', 'Mulayim K', 'Ozturk P']","['Acute Generalized Exanthematous Pustulosis/diagnosis/drug therapy/*etiology', 'Anti-Inflammatory Agents/administration & dosage/therapeutic use', 'Biopsy', 'Contrast Media/administration & dosage/*adverse effects', 'Coronary Angiography/methods', 'Female', 'Humans', 'Methylprednisolone/administration & dosage/therapeutic use', 'Middle Aged', 'Treatment Outcome', 'Triiodobenzoic Acids/administration & dosage/*adverse effects']",https://pubmed.ncbi.nlm.nih.gov/25363067/
29,Iodixanol,37220640,Ioxaglate Versus IoDixanol for the Prevention of Contrast-Induced Nephropathy: The IDPC Trial.,"['Freitas RAP', 'Tanajura LF', 'Mehran R', 'Chamie D', 'Chaves A', 'Centemero M', 'Braga S', 'Costa R', 'Cao D', 'Sousa A', 'Feres F', 'Costa JR Jr']","['Aged', 'Humans', 'Contrast Media/adverse effects', 'Coronary Angiography/adverse effects/methods', 'Creatinine', '*Ioxaglic Acid/adverse effects', '*Kidney Diseases/chemically induced', 'Risk Factors', 'Triiodobenzoic Acids/adverse effects']",https://pubmed.ncbi.nlm.nih.gov/37220640/
30,Iodixanol,35422982,Iopromide and Iodixanol in the Development of Postoperative Contrast Nephropathy in Patients with Renal Insufficiency: A Meta-Analysis.,"['Feng Y', 'Qiu G', 'Xu C', 'Duan Z', 'Wang M', 'Wang L', 'Hu W', 'Li P', 'Zhou H']","['Contrast Media/adverse effects', 'Creatinine/adverse effects', 'Female', 'Humans', 'Iohexol/analogs & derivatives', '*Kidney Diseases/chemically induced', 'Male', '*Renal Insufficiency/chemically induced/complications/epidemiology', 'Retrospective Studies', 'Triiodobenzoic Acids']",https://pubmed.ncbi.nlm.nih.gov/35422982/
31,Iodixanol,29718868,Iodixanol versus iopromide in patients with renal insufficiency undergoing coronary angiography with or without PCI.,"['Zhang J', 'Jiang Y', 'Rui Q', 'Chen M', 'Zhang N', 'Yang H', 'Zhou Y']","['Contrast Media/*adverse effects', 'Coronary Angiography/*methods', 'Creatinine/blood', 'Humans', 'Iohexol/adverse effects/*analogs & derivatives', 'Kidney Diseases/blood/*chemically induced', '*Percutaneous Coronary Intervention', 'Renal Insufficiency/*complications', 'Triiodobenzoic Acids/*adverse effects']",https://pubmed.ncbi.nlm.nih.gov/29718868/
32,Iodixanol,35618562,Image quality and diagnostic accuracy of different dosages of iodixanol in computed tomography angiography and perfusion of overweight patients with coronary artery stenosis: A feasibility study.,"['Tang X', 'Zhang Y', 'Wang T', 'Ma Y', 'Shi H', 'Yin R', 'Zou P', 'Cao J', 'Pan C']","['Humans', 'Computed Tomography Angiography', 'Feasibility Studies', 'Overweight', 'Coronary Angiography/methods', '*Myocardial Perfusion Imaging/methods', '*Coronary Stenosis', '*Coronary Artery Disease/complications/diagnostic imaging', 'Tomography, X-Ray Computed/methods', 'Perfusion']",https://pubmed.ncbi.nlm.nih.gov/35618562/
33,Iodixanol,36307737,A multiple-metabolites model to predict preliminary renal injury induced by iodixanol based on UHPLC/Q-Orbitrap-MS and (1)H-NMR.,"['Cheng L', 'Wang L', 'Chen B', 'Wang C', 'Wang M', 'Li J', 'Gao X', 'Zhang Z', 'Han L']","['Humans', 'Chromatography, High Pressure Liquid/methods', '*Metabolomics/methods', 'Kynurenic Acid/adverse effects/metabolism', 'Leucine/adverse effects/metabolism', 'Proton Magnetic Resonance Spectroscopy', 'Tryptophan/metabolism', 'Kidney/metabolism', '*Acute Kidney Injury/chemically induced/diagnosis/metabolism', 'Biomarkers/metabolism', 'Indoles/adverse effects/metabolism']",https://pubmed.ncbi.nlm.nih.gov/36307737/
34,Rofecoxib,11087881,Comparison of upper gastrointestinal toxicity of rofecoxib and naproxen in patients with rheumatoid arthritis. VIGOR Study Group.,"['Bombardier C', 'Laine L', 'Reicin A', 'Shapiro D', 'Burgos-Vargas R', 'Davis B', 'Day R', 'Ferraz MB', 'Hawkey CJ', 'Hochberg MC', 'Kvien TK', 'Schnitzer TJ']","['Adult', 'Arthritis, Rheumatoid/*drug therapy/mortality', 'Cardiovascular Diseases/mortality', 'Cyclooxygenase 2', 'Cyclooxygenase 2 Inhibitors', 'Cyclooxygenase Inhibitors/*therapeutic use', 'Duodenal Obstruction/chemically induced', 'Female', 'Gastric Outlet Obstruction/chemically induced', 'Gastrointestinal Diseases/*chemically induced', 'Gastrointestinal Hemorrhage/chemically induced', 'Humans', 'Isoenzymes/*antagonists & inhibitors', 'Lactones/*adverse effects/therapeutic use', 'Male', 'Membrane Proteins', 'Middle Aged', 'Naproxen/*adverse effects/therapeutic use', 'Peptic Ulcer/chemically induced', 'Proportional Hazards Models', 'Prostaglandin-Endoperoxide Synthases', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/11087881/
35,Rofecoxib,17106714,Rofecoxib inhibits heterotopic ossification after total hip arthroplasty.,"['van der Heide HJ', 'Koorevaar RC', 'Lemmens JA', 'van Kampen A', 'Schreurs BW']","['Adult', 'Aged', 'Aged, 80 and over', 'Arthroplasty, Replacement, Hip/*adverse effects', 'Cyclooxygenase 2 Inhibitors/*therapeutic use', 'Female', 'Follow-Up Studies', 'Humans', 'Lactones/*therapeutic use', 'Male', 'Middle Aged', 'Ossification, Heterotopic/*prevention & control', 'Prospective Studies', 'Research Design', 'Sulfones/*therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/17106714/
36,Rofecoxib,11898894,Gastrointestinal bleeds associated with rofecoxib.,"['Foral PA', 'Wilson AF', 'Nystrom KK']","['Aged', 'Anti-Inflammatory Agents, Non-Steroidal/adverse effects/therapeutic use', 'Cyclooxygenase Inhibitors/*adverse effects/therapeutic use', 'Gastrointestinal Hemorrhage/*chemically induced', 'Hematemesis/chemically induced', 'Humans', 'Ibuprofen/adverse effects/therapeutic use', 'Lactones/*adverse effects/therapeutic use', 'Laminectomy/adverse effects', 'Male', 'Melena/chemically induced', 'Middle Aged', 'Pain, Postoperative/drug therapy/etiology', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/11898894/
37,Rofecoxib,32179835,Carboranyl Derivatives of Rofecoxib with Cytostatic Activity against Human Melanoma and Colon Cancer Cells.,"['Buzharevski A', 'Paskas S', 'Sarosi MB', 'Laube M', 'Lonnecke P', 'Neumann W', 'Murganic B', 'Mijatovic S', 'Maksimovic-Ivanic D', 'Pietzsch J', 'Hey-Hawkins E']","['*Antineoplastic Agents', 'Boron Compounds/*chemistry', 'Carcinogenesis/genetics', 'Cell Line, Tumor', 'Colonic Neoplasms/*etiology/*pathology', 'Cyclooxygenase 2/*physiology', 'Cyclooxygenase 2 Inhibitors/*chemical synthesis/*pharmacology', 'Drug Design', 'Humans', 'Hydrophobic and Hydrophilic Interactions', 'Lactones/*chemical synthesis/*pharmacology', 'Melanoma/*etiology/*pathology', 'Sulfones/*chemical synthesis/*pharmacology']",https://pubmed.ncbi.nlm.nih.gov/32179835/
38,Rofecoxib,15566132,Effect of rofecoxib on pain caused by osteoid osteoma.,"['Carpintero-Benitez P', 'Aguirre MA', 'Serrano JA', 'Lluch M']","['Adolescent', 'Adult', 'Anti-Inflammatory Agents, Non-Steroidal/*administration & dosage', 'Bone Neoplasms/complications/diagnostic imaging', 'Dose-Response Relationship, Drug', 'Drug Administration Schedule', 'Female', 'Follow-Up Studies', 'Humans', 'Lactones/*administration & dosage', 'Male', 'Osteoma, Osteoid/complications/diagnostic imaging', 'Pain Measurement', 'Pain, Intractable/*drug therapy/etiology', 'Prospective Studies', 'Radionuclide Imaging', 'Risk Assessment', 'Severity of Illness Index', 'Sulfones/*administration & dosage', 'Treatment Outcome']",https://pubmed.ncbi.nlm.nih.gov/15566132/
39,Rofecoxib,15485938,Lessons from the withdrawal of rofecoxib.,"['Dieppe PA', 'Ebrahim S', 'Martin RM', 'Juni P']","['Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Cyclooxygenase Inhibitors/*adverse effects', '*Drug Approval', 'Humans', 'Lactones/*adverse effects', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/15485938/
40,Rofecoxib,16408954,Synthesis of a NO-releasing prodrug of rofecoxib.,"['Engelhardt FC', 'Shi YJ', 'Cowden CJ', 'Conlon DA', 'Pipik B', 'Zhou G', 'McNamara JM', 'Dolling UH']","['Carbon Dioxide', 'Cyclooxygenase Inhibitors/*chemical synthesis/chemistry', 'Indicators and Reagents', 'Lactones/*chemical synthesis/chemistry', 'Models, Molecular', 'Molecular Conformation', 'Nitric Oxide/*analysis', 'Prodrugs/chemical synthesis/chemistry', 'Sulfones/*chemical synthesis/chemistry']",https://pubmed.ncbi.nlm.nih.gov/16408954/
41,Rofecoxib,14741079,Efficacy of rofecoxib and nimesulide in controlling postextraction pain in oral surgery: a randomised comparative study.,"['Bracco P', 'Debernardi C', 'Coscia D', 'Pasqualini D', 'Pasqualicchio F', 'Calabrese N']","['Adolescent', 'Adult', 'Analgesics/administration & dosage/*therapeutic use', 'Anti-Inflammatory Agents, Non-Steroidal/administration & dosage/*therapeutic use', 'Female', 'Humans', 'Lactones/administration & dosage/*therapeutic use', 'Male', 'Middle Aged', 'Molar, Third', 'Pain, Postoperative/*drug therapy', 'Sulfonamides/administration & dosage/*therapeutic use', 'Sulfones', '*Tooth Extraction', 'Tooth, Impacted/surgery']",https://pubmed.ncbi.nlm.nih.gov/14741079/
42,Rofecoxib,15663617,Intracranial hypertension induced by rofecoxib.,"['Jacob S', 'Rajabally YA']","['Aged', 'Anti-Inflammatory Agents, Non-Steroidal/adverse effects/therapeutic use', 'Arthritis, Rheumatoid/drug therapy', 'Cyclooxygenase Inhibitors/*adverse effects/therapeutic use', 'Humans', 'Intracranial Hypertension/*chemically induced', 'Lactones/*adverse effects/therapeutic use', 'Male', 'Sulfones/*adverse effects/therapeutic use']",https://pubmed.ncbi.nlm.nih.gov/15663617/
43,Rofecoxib,14633764,"Metformin lactic acidosis, acute renal failure and rofecoxib.",['Price G'],"['Acidosis, Lactic/*chemically induced', 'Acute Kidney Injury/*chemically induced', 'Anti-Inflammatory Agents, Non-Steroidal/adverse effects', 'Cyclooxygenase Inhibitors/*adverse effects', 'Drug Interactions', 'Female', 'Humans', 'Hypoglycemic Agents/*adverse effects', 'Lactones/*adverse effects', 'Metformin/*adverse effects', 'Middle Aged', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/14633764/
44,Rofecoxib,35179314,Development of Rofecoxib-Based Fluorophores from ACQ to AIE by Positional Regioisomerization.,"['Wang X', 'Chen L', 'Li R', 'Xie Z', 'Hu M', 'Sun S', 'Li Z', 'Hao J', 'Lin B', 'Chen X', 'Xie L']","['*Fluorescent Dyes/chemistry', 'Lactones', 'Luminescence', '*Sulfones']",https://pubmed.ncbi.nlm.nih.gov/35179314/
45,Rofecoxib,25246044,Rofecoxib does not appear to increase the risk of venous thromboembolism: a systematic review of the literature.,"['Goy J', 'Paikin J', 'Crowther M']","['Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Cyclooxygenase 2 Inhibitors/*adverse effects', 'Humans', 'Lactones/*adverse effects', 'Risk Factors', 'Sulfones/*adverse effects', 'Venous Thromboembolism/*chemically induced']",https://pubmed.ncbi.nlm.nih.gov/25246044/
46,Rofecoxib,12550797,Ab initio structure determination of rofecoxib from powder diffraction data using molecular packing analysis method and direct space method.,"['Kiang YH', 'Xu W', 'Kaufman MJ']","['Crystallization', 'Lactones/analysis/*chemistry', 'Molecular Structure', 'Monte Carlo Method', 'Powder Diffraction/*methods', 'Sulfones', 'X-Ray Diffraction/methods']",https://pubmed.ncbi.nlm.nih.gov/12550797/
47,Rofecoxib,12151676,Fatal haemorrhagic pulmonary oedema and associated angioedema after the ingestion of rofecoxib.,"['Kumar NP', 'Wild G', 'Ramasamy KA', 'Snape J']","['Angioedema/*chemically induced', 'Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Cyclooxygenase Inhibitors/*adverse effects', 'Fatal Outcome', 'Hemorrhage/chemically induced', 'Humans', 'Lactones/*adverse effects', 'Lung Diseases/chemically induced', 'Male', 'Middle Aged', 'Pulmonary Edema/*chemically induced', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/12151676/
48,Rofecoxib,12234159,Fixed drug eruption to rofecoxib.,"['Nedorost ST', 'Florentino FT', 'Gilliam AC']","['Adult', 'Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Drug Eruptions/*etiology', 'Dysmenorrhea/complications/drug therapy', 'Erythema/chemically induced', 'Female', 'Humans', 'Lactones/*adverse effects', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/12234159/
49,Rofecoxib,35188774,"New Rofecoxib-Based Mechanochromic Luminescent Materials and Investigations on Their Aggregation-Induced Emission, Acidochromism, and LD-Specific Bioimaging.","['Chen L', 'Li R', 'Wang X', 'Wang Z', 'Lin X', 'Yang L', 'Yao Y', 'Sun S', 'Li Z', 'Hao J', 'Lin B', 'Chen X', 'Xie L']","['*Fluorescent Dyes/chemistry', 'Lactones', '*Luminescence', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/35188774/
50,Rofecoxib,12782779,Recurrent aseptic meningitis due to different non-steroidal anti-inflammatory drugs including rofecoxib.,"['Ashwath ML', 'Katner HP']","['Adult', 'Anti-Inflammatory Agents, Non-Steroidal/*adverse effects', 'Female', 'Humans', 'Lactones/*adverse effects', 'Meningitis, Aseptic/*chemically induced', 'Recurrence', 'Sulfones']",https://pubmed.ncbi.nlm.nih.gov/12782779/
